temp,spCond,pH,ODO,turb,fDOM,CHL,NO3
14.546,197.15,7.58,103.4,11.04,26.27,0.82,17.71
14.547,197.11,7.58,103.4,11.06,26.25,0.83,17.67
14.548,197.12,7.58,103.41,11.02,26.25,0.82,17.82
14.55,197.13,7.58,103.41,10.98,26.26,0.82,17.78
14.551,197.14,7.58,103.41,10.96,26.25,0.82,17.69
14.552,197.16,7.58,103.42,10.95,26.23,0.83,17.76
14.553,197.13,7.58,103.41,10.93,26.23,0.83,17.7
14.553,197.11,7.58,103.4,10.88,26.21,0.84,17.69
14.551,197.07,7.58,103.4,10.89,26.18,0.85,17.82
14.548,197.06,7.58,103.39,10.99,26.19,0.85,17.61
14.545,197.04,7.58,103.37,11.06,26.21,0.83,17.86
14.542,197.03,7.58,103.36,11.17,26.22,0.85,17.74
14.539,196.97,7.58,103.34,11.18,26.2,0.84,17.69
14.537,196.92,7.58,103.34,11.24,26.17,0.82,17.72
14.536,196.92,7.58,103.33,11.35,26.17,0.82,17.79
14.537,196.93,7.58,103.33,11.36,26.16,0.83,17.68
14.537,196.9,7.58,103.32,11.3,26.17,0.81,17.74
14.537,196.89,7.58,103.31,11.33,26.18,0.82,17.78
14.537,196.99,7.58,103.3,11.27,26.2,0.85,17.68
14.537,197.07,7.58,103.29,11.32,26.18,0.89,17.79
14.537,197.11,7.58,103.28,11.4,26.17,0.88,17.63
14.537,197.15,7.58,103.27,11.41,26.16,0.89,17.73
14.537,197.12,7.58,103.27,11.41,26.17,0.89,17.77
14.541,197.07,7.58,103.29,11.31,26.19,0.87,17.8
14.552,197.03,7.58,103.33,11.22,26.19,0.86,17.9
14.566,197.1,7.58,103.38,11.13,26.22,0.87,17.82
14.567,197.08,7.58,103.39,11.07,26.21,0.87,17.78
14.566,197.09,7.58,103.39,11.14,26.2,0.87,17.93
14.562,197.02,7.58,103.38,11.15,26.19,0.86,17.68
14.559,196.98,7.58,103.36,11.21,26.17,0.87,17.81
14.555,196.98,7.58,103.34,11.29,26.17,0.9,17.87
14.552,196.96,7.58,103.32,11.36,26.19,0.92,17.94
14.549,196.9,7.58,103.3,11.39,26.17,0.93,17.96
14.546,196.89,7.58,103.29,11.36,26.17,0.94,17.87
14.545,196.89,7.58,103.28,11.33,26.17,0.95,17.82
14.545,196.86,7.58,103.27,11.37,26.18,0.92,17.71
14.544,196.84,7.58,103.26,11.44,26.19,0.9,17.93
14.543,196.79,7.58,103.26,11.4,26.2,0.88,17.79
14.543,196.8,7.58,103.25,11.44,26.19,0.88,17.98
14.542,196.81,7.58,103.24,11.45,26.18,0.89,17.84
14.542,196.75,7.58,103.24,11.52,26.2,0.89,17.98
14.543,196.76,7.58,103.23,11.52,26.22,0.89,17.7
14.544,196.77,7.58,103.23,11.43,26.26,0.89,17.74
14.545,196.77,7.58,103.23,11.35,26.25,0.88,17.95
14.547,196.76,7.58,103.22,11.3,26.24,0.87,17.81
14.548,196.72,7.58,103.23,11.19,26.24,0.87,17.71
14.549,196.71,7.58,103.23,11.2,26.24,0.87,17.75
14.551,196.7,7.58,103.23,11.16,26.23,0.89,17.81
14.552,196.71,7.58,103.23,11.28,26.24,0.9,17.7
14.554,196.73,7.58,103.23,11.32,26.25,0.91,17.89
14.555,196.73,7.58,103.24,11.47,26.23,0.89,17.81
14.558,196.74,7.58,103.25,11.55,26.22,0.9,17.89
14.56,196.74,7.58,103.25,11.52,26.21,0.89,17.89
14.561,196.76,7.58,103.26,11.56,26.19,0.88,17.81
14.562,196.7,7.58,103.26,11.51,26.19,0.87,17.85
14.564,196.66,7.58,103.27,11.35,26.17,0.84,17.75
14.565,196.65,7.58,103.27,11.28,26.16,0.85,17.95
14.567,196.65,7.58,103.28,11.26,26.16,0.85,17.86
14.568,196.65,7.58,103.28,11.2,26.15,0.83,17.81
14.569,196.69,7.58,103.27,11.14,26.16,0.81,17.83
14.57,196.72,7.58,103.27,11.11,26.17,0.84,17.83
14.57,196.72,7.58,103.27,11.15,26.16,0.85,17.8
14.569,196.78,7.58,103.26,11.22,26.15,0.85,17.98
14.569,196.74,7.58,103.25,11.28,26.15,0.88,17.91
14.569,196.75,7.58,103.25,11.32,26.16,0.91,17.81
14.569,196.77,7.58,103.25,11.35,26.17,0.92,17.94
14.57,196.72,7.58,103.25,11.35,26.15,0.91,17.85
14.571,196.87,7.58,103.2,11.34,26.18,0.84,17.82
14.574,196.84,7.58,103.2,11.27,26.21,0.83,17.88
14.58,196.73,7.58,103.21,11.25,26.24,0.81,17.9
14.581,196.66,7.58,103.21,11.21,26.22,0.8,17.92
14.582,196.67,7.58,103.21,11.3,26.24,0.82,17.9
14.583,196.61,7.58,103.21,11.32,26.24,0.83,17.97
14.583,196.58,7.58,103.22,11.27,26.23,0.83,17.86
14.584,196.6,7.58,103.21,11.37,26.22,0.83,18
14.585,196.53,7.58,103.21,11.31,26.23,0.83,17.92
14.586,196.54,7.58,103.21,11.32,26.24,0.82,17.91
14.586,196.53,7.58,103.21,11.34,26.24,0.83,17.95
14.587,196.45,7.58,103.22,11.32,26.24,0.83,17.87
14.588,196.46,7.58,103.22,11.34,26.23,0.84,18.07
14.589,196.45,7.58,103.21,11.32,26.22,0.85,17.86
14.589,196.52,7.58,103.21,11.31,26.23,0.83,17.92
14.589,196.52,7.58,103.21,11.34,26.25,0.82,17.97
14.59,196.59,7.58,103.2,11.34,26.26,0.82,17.98
14.59,196.58,7.58,103.2,11.33,26.25,0.81,17.89
14.59,196.64,7.58,103.19,11.22,26.24,0.81,17.87
14.59,196.67,7.58,103.19,11.17,26.23,0.8,17.99
14.59,196.6,7.58,103.19,11.19,26.24,0.8,17.91
14.59,196.56,7.58,103.19,11.17,26.25,0.8,17.9
14.589,196.54,7.58,103.19,11.13,26.25,0.81,17.88
14.589,196.62,7.58,103.19,11.1,26.23,0.81,17.94
14.589,196.7,7.58,103.18,11.11,26.23,0.79,17.92
14.589,196.72,7.58,103.17,11.11,26.24,0.8,17.91
14.589,196.64,7.58,103.17,11.09,26.24,0.81,17.97
14.589,196.58,7.58,103.17,11.06,26.26,0.81,17.99
14.59,196.64,7.58,103.16,10.93,26.26,0.81,17.98
14.591,196.63,7.58,103.16,10.91,26.27,0.83,17.92
14.591,196.62,7.58,103.16,10.89,26.27,0.84,17.86
14.592,196.6,7.58,103.15,10.95,26.28,0.84,17.88
14.592,196.7,7.58,103.15,10.94,26.28,0.85,17.91
14.593,196.78,7.58,103.15,10.91,26.27,0.86,17.96
14.593,196.81,7.58,103.15,10.88,26.27,0.85,17.96
14.595,196.75,7.58,103.15,10.85,26.26,0.83,17.94
14.595,196.89,7.58,103.15,10.82,26.27,0.84,17.98
14.598,196.97,7.58,103.15,10.81,26.26,0.84,17.99
14.599,196.92,7.58,103.15,10.77,26.26,0.83,17.92
14.601,196.9,7.58,103.15,10.82,26.27,0.81,17.99
14.604,196.91,7.58,103.16,10.78,26.27,0.8,17.93
14.608,196.85,7.58,103.17,10.65,26.25,0.81,17.99
14.614,196.87,7.58,103.18,10.61,26.26,0.81,17.94
14.622,196.84,7.58,103.21,10.55,26.27,0.8,17.91
14.631,196.81,7.58,103.23,10.53,26.28,0.81,18.09
14.641,196.82,7.58,103.26,10.53,26.25,0.86,17.99
14.621,196.5,7.58,103.18,10.82,26.28,0.87,17.9
14.617,196.4,7.58,103.18,10.87,26.25,0.85,18
14.615,196.38,7.58,103.17,10.84,26.25,0.83,18.03
14.614,196.38,7.58,103.17,10.83,26.28,0.83,17.99
14.613,196.36,7.58,103.16,10.77,26.31,0.84,18.01
14.611,196.38,7.58,103.16,10.72,26.32,0.83,17.85
14.61,196.35,7.58,103.15,10.72,26.32,0.84,17.98
14.609,196.31,7.58,103.15,10.71,26.33,0.84,17.87
14.607,196.32,7.58,103.14,10.67,26.33,0.85,17.92
14.606,196.33,7.58,103.13,10.63,26.31,0.87,17.88
14.603,196.3,7.58,103.11,10.62,26.29,0.87,17.94
14.601,196.33,7.58,103.1,10.64,26.3,0.84,17.87
14.601,196.31,7.58,103.09,10.61,26.31,0.84,17.81
14.602,196.35,7.58,103.09,10.59,26.28,0.82,18.05
14.602,196.32,7.58,103.08,10.56,26.27,0.83,18
14.602,196.29,7.58,103.07,10.57,26.25,0.86,18.07
14.602,196.29,7.58,103.06,10.65,26.25,0.89,17.98
14.601,196.24,7.58,103.04,10.62,26.25,0.91,18.14
14.602,196.2,7.58,103.04,10.6,26.25,0.94,17.87
14.603,196.2,7.58,103.04,10.62,26.26,0.96,17.91
14.604,196.21,7.58,103.03,10.69,26.28,0.93,17.96
14.606,196.32,7.58,103.04,10.73,26.27,0.9,17.93
14.609,196.31,7.58,103.05,10.72,26.24,0.88,17.94
14.612,196.24,7.58,103.06,10.7,26.25,0.88,17.97
14.614,196.26,7.58,103.06,10.71,26.26,0.87,17.81
14.613,196.29,7.58,103.06,10.8,26.27,0.89,18.07
14.611,196.26,7.58,103.05,10.81,26.27,0.9,17.92
14.613,196,7.58,102.96,10.77,26.26,0.84,18.26
14.612,195.97,7.58,102.96,10.78,26.26,0.84,18.48
14.612,195.98,7.58,102.95,10.8,26.26,0.85,18.48
14.613,195.96,7.58,102.96,10.92,26.23,0.87,18.44
14.614,195.92,7.58,102.97,10.89,26.23,0.87,18.39
14.615,195.95,7.58,102.97,10.87,26.25,0.86,18.44
14.618,195.87,7.58,102.97,10.92,26.23,0.88,18.38
14.62,195.87,7.58,102.97,10.96,26.22,0.88,18.32
14.621,195.8,7.58,102.98,10.93,26.23,0.88,18.26
14.624,195.77,7.58,102.98,10.9,26.22,0.9,18.31
14.626,195.7,7.58,102.98,10.88,26.22,0.88,18.31
14.629,195.67,7.58,102.99,10.87,26.22,0.88,18.23
14.632,195.67,7.58,103,10.77,26.22,0.88,18.25
14.636,195.6,7.58,103.01,10.7,26.22,0.87,18.34
14.639,195.59,7.58,103.02,10.63,26.22,0.85,18.28
14.642,195.57,7.58,103.03,10.64,26.23,0.84,18.28
14.645,195.66,7.58,103.04,10.66,26.22,0.82,18.34
14.649,195.57,7.58,103.05,10.68,26.21,0.82,18.26
14.651,195.58,7.58,103.06,10.63,26.21,0.8,18.58
14.652,195.61,7.58,103.06,10.65,26.21,0.8,18.26
14.652,195.66,7.58,103.05,10.7,26.23,0.81,18.19
14.652,195.74,7.58,103.04,10.78,26.21,0.83,18.33
14.651,195.69,7.58,103.03,10.84,26.21,0.84,18.27
14.649,195.64,7.58,103.03,10.84,26.2,0.84,18.26
14.648,195.7,7.58,103.02,10.87,26.21,0.86,18.25
14.649,195.64,7.58,103.02,10.91,26.21,0.85,18.14
14.651,195.56,7.58,103.02,10.98,26.22,0.86,18.26
14.655,195.44,7.58,103.03,11.03,26.22,0.85,18.23
14.659,195.39,7.58,103.06,11.05,26.23,0.86,18.21
14.663,195.36,7.58,103.07,11.03,26.23,0.85,18.08
14.668,195.41,7.58,103.09,11.1,26.22,0.84,18.05
14.67,195.34,7.58,103.11,11.12,26.21,0.84,18.05
14.673,195.41,7.58,103.12,11.07,26.2,0.82,18.18
14.678,195.44,7.58,103.14,11.04,26.19,0.8,18.25
14.683,195.51,7.58,103.16,10.91,26.19,0.8,18.22
14.685,195.53,7.59,103.19,10.84,26.17,0.82,18.08
14.685,195.61,7.59,103.21,10.62,26.2,0.81,18
14.673,195.75,7.59,103.15,10.55,26.24,0.84,18.18
14.673,195.74,7.59,103.15,10.52,26.24,0.83,18.23
14.673,195.72,7.59,103.14,10.48,26.24,0.83,18.28
14.673,195.66,7.59,103.14,10.47,26.24,0.83,18.25
14.672,195.67,7.59,103.13,10.46,26.25,0.83,18.13
14.672,195.63,7.59,103.12,10.49,26.25,0.84,18.14
14.672,195.62,7.59,103.12,10.52,26.25,0.83,18.03
14.671,195.57,7.59,103.11,10.46,26.27,0.82,17.99
14.671,195.53,7.59,103.11,10.43,26.27,0.82,18.06
14.672,195.51,7.59,103.11,10.47,26.27,0.82,18.07
14.673,195.53,7.59,103.11,10.48,26.27,0.82,18.16
14.674,195.56,7.59,103.11,10.49,26.26,0.82,18.21
14.675,195.58,7.59,103.11,10.47,26.25,0.82,18.02
14.675,195.62,7.59,103.1,10.43,26.24,0.83,18.08
14.675,195.6,7.59,103.1,10.45,26.24,0.84,18.27
14.675,195.55,7.59,103.09,10.48,26.25,0.85,18.2
14.676,195.55,7.59,103.09,10.55,26.25,0.85,18.13
14.677,195.54,7.59,103.09,10.53,26.24,0.83,18.19
14.677,195.51,7.59,103.09,10.55,26.24,0.83,18.17
14.678,195.51,7.59,103.09,10.55,26.24,0.83,18.1
14.678,195.47,7.59,103.08,10.54,26.23,0.82,18.1
14.678,195.42,7.59,103.08,10.52,26.21,0.83,18.26
14.677,195.44,7.59,103.07,10.59,26.21,0.83,18.24
14.676,195.41,7.59,103.06,10.62,26.21,0.83,18.09
14.676,195.33,7.59,103.06,10.66,26.21,0.82,18.18
14.675,195.3,7.59,103.05,10.64,26.21,0.83,18.17
14.675,195.27,7.59,103.05,10.63,26.21,0.82,18.19
14.674,195.3,7.59,103.05,10.64,26.2,0.82,18.25
14.674,195.26,7.59,103.05,10.62,26.21,0.83,18.09
14.671,195.13,7.59,103.04,10.6,26.19,0.83,18.19
14.666,194.8,7.59,103.03,10.58,26.17,0.83,18.1
14.66,194.34,7.59,103.01,10.57,26.14,0.83,18.07
14.645,193.54,7.59,102.96,10.59,26.09,0.81,18.04
14.624,192.01,7.59,102.9,10.59,26.02,0.81,18.13
14.575,188.81,7.59,102.76,10.64,25.88,0.78,17.74
14.535,186.16,7.59,102.66,10.61,25.77,0.77,17.6
14.5,183.88,7.59,102.58,10.59,25.67,0.77,15.85
14.469,181.82,7.59,102.52,10.66,25.58,0.75,15.67
14.451,180.73,7.59,102.48,10.66,25.49,0.74,16.17
14.425,179.05,7.59,102.42,10.66,25.38,0.74,16.16
14.383,176.26,7.59,102.34,10.67,25.21,0.75,16.29
14.377,175.95,7.59,102.36,10.68,25.14,0.76,16.24
14.389,176.79,7.59,102.44,10.73,25.05,0.77,15.66
14.404,177.73,7.59,102.52,10.75,25.03,0.78,15.45
14.419,178.7,7.59,102.59,10.71,25.1,0.8,15.52
14.435,179.79,7.58,102.65,10.76,25.17,0.85,16.25
14.466,182.1,7.58,102.76,10.79,25.25,0.87,16.63
14.523,185.74,7.58,102.92,10.81,25.34,0.87,16.6
14.563,188.33,7.57,103,10.88,25.4,0.87,17.39
14.576,189.25,7.57,103.01,10.87,25.49,0.86,17.15
14.578,189.47,7.57,102.98,10.85,25.62,0.84,17.38
14.579,189.5,7.57,102.94,10.85,25.66,0.83,17.51
14.57,188.95,7.57,102.88,10.91,25.66,0.81,17.46
14.555,187.87,7.57,102.79,10.88,25.64,0.79,17.11
14.527,186.17,7.57,102.7,10.88,25.57,0.78,17.14
14.498,184.17,7.57,102.6,10.88,25.49,0.78,17.25
14.466,181.99,7.57,102.51,10.81,25.37,0.76,16.87
14.437,179.86,7.57,102.44,10.86,25.22,0.74,16.17
14.405,177.81,7.57,102.38,10.84,25.11,0.72,15.91
14.379,176.13,7.58,102.33,10.78,24.99,0.71,15.63
14.367,175.29,7.58,102.31,10.8,24.94,0.7,15.72
14.361,174.8,7.58,102.32,10.78,24.92,0.7,15.69
14.363,174.85,7.57,102.36,10.78,24.89,0.72,15.66
14.385,176.01,7.57,102.46,10.82,24.89,0.76,15.6
14.398,176.7,7.57,102.5,10.85,24.8,0.75,15.96
14.381,175.41,7.57,102.45,10.88,24.71,0.77,16.51
14.362,174.22,7.57,102.41,10.89,24.64,0.78,16.24
14.344,173.02,7.57,102.37,10.85,24.55,0.78,16.04
14.308,170.65,7.57,102.26,10.85,24.46,0.78,14.98
14.253,167.14,7.57,102.1,10.84,24.34,0.76,14.69
14.146,160.05,7.57,101.86,10.81,24.03,0.76,14.17
14.113,157.8,7.57,101.82,10.79,23.81,0.74,13.84
14.075,155.24,7.57,101.75,10.81,23.59,0.7,14.12
14.008,150.43,7.57,101.7,10.67,23.24,0.63,13.26
13.979,148.08,7.56,101.77,10.44,22.92,0.58,12.6
13.982,148.32,7.55,101.83,10.39,22.85,0.61,12.62
13.96,146.97,7.54,101.75,10.42,22.74,0.6,12.63
13.925,144.38,7.54,101.66,10.3,22.63,0.59,12.33
13.916,143.65,7.53,101.64,10.25,22.58,0.56,12.62
13.91,143.28,7.53,101.64,10.32,22.55,0.57,12.17
13.909,143.1,7.53,101.65,10.36,22.52,0.57,12.03
13.91,143.25,7.53,101.66,10.3,22.51,0.57,12.12
13.914,143.4,7.53,101.68,10.33,22.5,0.57,11.95
13.919,143.7,7.53,101.7,10.37,22.51,0.56,12.14
13.924,144.1,7.53,101.71,10.43,22.53,0.57,12.15
13.932,144.31,7.52,101.73,10.52,22.56,0.56,12.11
13.939,144.86,7.52,101.74,10.67,22.6,0.57,12.23
13.947,145.37,7.52,101.76,10.72,22.62,0.58,12.16
13.955,145.85,7.52,101.77,10.78,22.65,0.6,12.36
13.963,146.35,7.52,101.79,10.8,22.66,0.63,12.44
13.97,146.78,7.52,101.8,10.79,22.68,0.65,12.63
13.975,147.33,7.52,101.81,10.78,22.7,0.67,12.48
13.98,147.64,7.51,101.82,10.74,22.73,0.66,12.48
13.984,147.73,7.51,101.82,10.66,22.76,0.66,12.46
13.986,147.87,7.51,101.83,10.59,22.77,0.63,12.61
13.986,147.82,7.51,101.83,10.54,22.76,0.62,12.51
13.986,147.67,7.51,101.81,10.54,22.73,0.61,12.56
13.983,147.44,7.51,101.81,10.55,22.7,0.59,12.48
13.979,147,7.51,101.79,10.5,22.69,0.6,12.4
13.972,146.46,7.51,101.77,10.57,22.67,0.59,12.53
13.964,145.78,7.51,101.75,10.54,22.64,0.6,12.29
13.954,145.02,7.51,101.72,10.46,22.6,0.59,12.21
13.943,144.07,7.52,101.69,10.46,22.56,0.59,12.14
13.933,143.15,7.52,101.68,10.43,22.47,0.59,11.87
13.926,142.31,7.52,101.67,10.39,22.44,0.58,11.73
13.922,141.67,7.52,101.68,10.37,22.42,0.56,11.9
13.924,141.22,7.51,101.7,10.33,22.39,0.54,11.71
13.932,141.45,7.51,101.74,10.33,22.38,0.54,11.78
13.941,141.92,7.51,101.77,10.3,22.37,0.54,11.74
13.95,142.49,7.51,101.8,10.35,22.39,0.52,11.67
13.959,143.05,7.51,101.83,10.34,22.4,0.53,11.86
13.966,143.58,7.51,101.84,10.42,22.43,0.54,11.95
13.973,143.97,7.51,101.85,10.47,22.48,0.55,12.11
13.978,144.46,7.51,101.86,10.58,22.51,0.54,12.07
13.983,144.85,7.51,101.86,10.63,22.53,0.56,12.11
13.991,145.64,7.51,101.85,10.81,22.57,0.58,12.31
13.995,146.06,7.51,101.85,10.85,22.6,0.58,12.19
13.999,146.47,7.51,101.84,10.8,22.62,0.59,12.3
14.005,146.94,7.51,101.85,10.9,22.68,0.59,12.4
14.003,147.07,7.51,101.8,10.98,22.76,0.67,12.32
14.001,147.01,7.51,101.79,11.03,22.77,0.66,12.29
13.998,146.81,7.51,101.78,10.96,22.75,0.65,12.3
13.997,146.78,7.51,101.77,10.94,22.74,0.65,12.37
13.996,146.69,7.51,101.77,10.92,22.72,0.64,12.31
13.994,146.61,7.51,101.77,10.9,22.71,0.62,12.3
13.985,145.69,7.51,101.74,10.77,22.65,0.59,12.09
13.978,145.1,7.51,101.72,10.96,22.57,0.57,11.99
13.984,145.37,7.51,101.75,11.07,22.54,0.63,12.04
13.986,145.49,7.51,101.75,11.09,22.54,0.64,12.03
13.99,145.68,7.51,101.76,11.1,22.57,0.64,12.07
13.992,145.78,7.51,101.77,11.1,22.59,0.63,12.08
13.994,145.87,7.51,101.78,11.08,22.59,0.63,12.18
13.997,145.98,7.51,101.78,11.05,22.6,0.62,11.99
13.999,146.05,7.51,101.78,11.06,22.61,0.6,12.16
14.005,146.33,7.51,101.79,11.01,22.63,0.6,12.18
14.011,146.65,7.51,101.8,10.99,22.64,0.6,12.19
14.014,146.84,7.51,101.81,10.97,22.65,0.61,12.08
14.019,147.22,7.51,101.82,10.91,22.7,0.6,12.14
14.022,147.31,7.51,101.83,10.95,22.71,0.59,12.3
14.027,147.58,7.51,101.83,10.85,22.75,0.6,12.22
14.031,147.83,7.51,101.84,10.83,22.77,0.6,12.34
14.034,147.94,7.51,101.85,10.76,22.77,0.6,12.24
14.035,148.03,7.51,101.85,10.81,22.78,0.6,12.35
14.035,148.12,7.51,101.84,10.85,22.76,0.6,12.32
14.035,148.05,7.51,101.83,10.85,22.77,0.62,12.34
14.034,147.94,7.51,101.82,10.95,22.77,0.62,12.14
14.032,147.84,7.51,101.81,10.96,22.78,0.64,12.24
14.03,147.72,7.51,101.79,11.01,22.76,0.64,12.27
14.027,147.64,7.51,101.78,11.06,22.74,0.65,12.32
14.026,147.5,7.51,101.77,11.09,22.72,0.65,12.18
14.024,147.32,7.51,101.77,11.07,22.7,0.66,12.3
14.022,147.15,7.51,101.77,11.06,22.69,0.65,12.31
14.021,146.99,7.51,101.77,10.95,22.69,0.64,12.23
14.021,146.76,7.51,101.77,10.92,22.69,0.62,12.2
14.021,146.6,7.51,101.78,10.9,22.68,0.64,12.21
14.02,146.51,7.51,101.78,10.94,22.67,0.65,12.11
14.02,146.49,7.51,101.77,10.98,22.67,0.65,12.14
14.019,146.33,7.51,101.77,10.95,22.66,0.66,12.16
14.019,146.2,7.51,101.77,11.02,22.67,0.68,12.18
14.019,146.15,7.51,101.77,11.07,22.65,0.67,12.12
14.019,146.13,7.51,101.77,11.07,22.66,0.68,12.12
14.02,146.18,7.51,101.77,11.08,22.65,0.64,11.94
14.021,146.2,7.52,101.78,11.07,22.64,0.63,12.05
14.022,146.14,7.52,101.79,11.11,22.63,0.63,12.1
14.024,146.19,7.52,101.8,11.03,22.61,0.64,12.02
14.024,146.16,7.52,101.81,11,22.59,0.64,12.21
14.025,146.06,7.52,101.81,10.98,22.59,0.64,12.08
14.025,145.89,7.52,101.81,10.91,22.57,0.64,12.21
14.024,145.63,7.52,101.81,10.96,22.56,0.63,12.06
14.023,145.41,7.52,101.81,10.99,22.55,0.63,12
14.021,145.12,7.52,101.8,10.96,22.53,0.63,11.89
14.019,144.81,7.52,101.8,10.99,22.51,0.63,11.95
14.016,144.28,7.52,101.8,10.99,22.46,0.63,11.95
14.016,144.09,7.52,101.81,11.11,22.45,0.61,11.81
14.016,143.92,7.52,101.82,11.08,22.44,0.6,11.87
14.019,143.76,7.52,101.84,10.99,22.42,0.59,11.75
14.022,143.63,7.52,101.86,10.95,22.41,0.59,11.71
14.025,143.51,7.52,101.88,10.94,22.39,0.6,11.81
14.028,143.48,7.52,101.9,10.96,22.39,0.61,11.67
14.031,143.44,7.52,101.91,10.84,22.4,0.62,11.76
14.029,143.71,7.52,101.93,10.95,22.46,0.61,11.71
14.041,144.41,7.52,101.94,10.69,22.51,0.59,11.87
14.069,144.72,7.52,102.03,10.37,22.54,0.59,11.94
14.079,144.85,7.52,102.06,10.34,22.54,0.61,12.01
14.087,145.05,7.52,102.08,10.29,22.54,0.63,11.97
14.092,145.31,7.52,102.11,10.33,22.55,0.65,12
14.096,145.56,7.52,102.12,10.43,22.58,0.62,11.85
14.099,145.83,7.52,102.13,10.51,22.61,0.62,12.07
14.1,146.03,7.52,102.13,10.54,22.64,0.63,11.98
14.099,146.2,7.52,102.13,10.59,22.66,0.62,11.91
14.099,146.33,7.52,102.13,10.6,22.66,0.61,12.07
14.098,146.49,7.52,102.12,10.64,22.7,0.6,11.95
14.098,146.48,7.52,102.11,10.67,22.71,0.62,12.03
14.097,146.47,7.52,102.11,10.74,22.7,0.61,12.03
14.095,146.52,7.52,102.1,10.75,22.72,0.61,12.05
14.093,146.55,7.52,102.08,10.77,22.71,0.61,11.92
14.092,146.53,7.53,102.07,10.76,22.71,0.61,11.93
14.091,146.47,7.53,102.07,10.73,22.72,0.6,11.92
14.091,146.45,7.53,102.07,10.78,22.72,0.6,11.95
14.093,146.44,7.53,102.06,10.69,22.71,0.59,11.97
14.094,146.46,7.53,102.07,10.58,22.71,0.59,11.99
14.096,146.47,7.53,102.07,10.57,22.7,0.58,11.98
14.097,146.44,7.53,102.08,10.52,22.69,0.58,11.91
14.098,146.52,7.53,102.07,10.57,22.7,0.59,11.93
14.098,146.57,7.53,102.07,10.67,22.72,0.6,11.92
14.099,146.61,7.53,102.07,10.71,22.7,0.6,11.95
14.099,146.65,7.53,102.07,10.76,22.71,0.61,12.02
14.099,146.62,7.53,102.07,10.81,22.71,0.62,11.9
14.1,146.67,7.53,102.07,10.9,22.72,0.6,11.89
14.101,146.71,7.53,102.07,10.91,22.73,0.6,11.95
14.101,146.71,7.53,102.07,10.88,22.72,0.59,11.9
14.102,146.67,7.53,102.07,10.81,22.75,0.57,11.96
14.103,146.69,7.53,102.08,10.8,22.74,0.56,12.02
14.104,146.75,7.53,102.08,10.69,22.74,0.57,11.84
14.105,146.73,7.53,102.08,10.69,22.72,0.57,11.94
14.106,146.64,7.53,102.08,10.69,22.73,0.56,11.9
14.107,146.59,7.53,102.08,10.51,22.71,0.56,11.94
14.107,146.54,7.53,102.08,10.45,22.72,0.59,11.83
14.108,146.47,7.53,102.08,10.38,22.72,0.59,11.88
14.108,146.34,7.53,102.07,10.28,22.72,0.58,11.99
14.109,146.26,7.53,102.07,10.29,22.73,0.59,11.91
14.109,146.24,7.53,102.06,10.23,22.7,0.57,11.89
14.109,146.24,7.53,102.07,10.13,22.7,0.57,11.77
14.11,146.23,7.53,102.07,10.2,22.7,0.55,11.93
14.112,146.24,7.53,102.07,10.14,22.7,0.58,11.89
14.125,146.27,7.53,102.11,10.02,22.71,0.6,11.76
14.141,146.56,7.53,102.16,10.44,22.71,0.61,11.95
14.14,146.52,7.53,102.15,10.5,22.72,0.6,11.76
14.14,146.5,7.53,102.14,10.55,22.72,0.61,11.84
14.139,146.45,7.53,102.15,10.63,22.7,0.59,11.77
14.139,146.43,7.53,102.15,10.61,22.71,0.6,11.76
14.139,146.41,7.53,102.15,10.59,22.72,0.6,11.76
14.138,146.35,7.53,102.15,10.55,22.72,0.6,11.74
14.138,146.3,7.53,102.14,10.53,22.71,0.61,11.85
14.137,146.26,7.53,102.14,10.47,22.71,0.62,11.94
14.136,146.22,7.53,102.15,10.39,22.71,0.65,11.91
14.135,146.2,7.53,102.14,10.35,22.73,0.65,11.75
14.133,146.17,7.53,102.14,10.4,22.72,0.65,11.87
14.131,146.14,7.53,102.14,10.41,22.73,0.65,11.81
14.13,146.13,7.53,102.13,10.42,22.73,0.66,11.79
14.129,146.11,7.53,102.12,10.39,22.72,0.68,11.73
14.127,146.09,7.53,102.11,10.37,22.71,0.68,11.78
14.126,146.05,7.53,102.11,10.37,22.72,0.68,11.65
14.124,146.02,7.53,102.1,10.43,22.73,0.69,11.73
14.123,145.99,7.53,102.09,10.43,22.73,0.68,11.9
14.122,146,7.53,102.09,10.39,22.74,0.66,11.8
14.122,146.03,7.53,102.08,10.45,22.75,0.65,11.65
14.121,146.04,7.53,102.08,10.47,22.75,0.64,11.63
14.121,146.06,7.53,102.08,10.47,22.76,0.64,11.78
14.121,146.07,7.53,102.08,10.48,22.75,0.65,11.86
14.121,146.1,7.53,102.08,10.47,22.74,0.64,11.88
14.123,146.15,7.53,102.08,10.43,22.75,0.63,11.76
14.128,146.18,7.53,102.1,10.42,22.74,0.63,11.79
14.13,146.22,7.53,102.1,10.42,22.73,0.63,11.71
14.136,146.3,7.53,102.12,10.37,22.72,0.64,11.81
14.139,146.33,7.53,102.13,10.34,22.71,0.64,11.82
14.143,146.41,7.53,102.14,10.37,22.72,0.64,11.65
14.147,146.46,7.53,102.14,10.44,22.7,0.65,11.87
14.149,146.51,7.53,102.15,10.49,22.7,0.63,11.85
14.15,146.52,7.53,102.16,10.5,22.71,0.63,11.66
